Current_Word,Next_Word,Levenshtein_Distance
imprisoned,iranian,7
iranian,bloggers,8
bloggers,month,7
month,old,4
old,committee,8
committee,protect,8
protect,bloggers,6
bloggers,asking,8
asking,blogs,6
blogs,dedicate,8
dedicate,sites,6
sites,22,5
22,february,8
february,free,6
free,mojtaba,7
mojtaba,arash,6
arash,day,4
day,arash,4
arash,sigarchi,6
sigarchi,mojtaba,8
mojtaba,saminejad,8
saminejad,prison,8
prison,iran,4
iran,blogs,5
blogs,free,5
free,sites,4
sites,people,6
people,publish,6
publish,thoughts,7
thoughts,opinions,7
opinions,iranian,5
iranian,authorities,9
authorities,clamping,10
clamping,prominent,7
prominent,sites,7
sites,time,3
time,hope,3
hope,day,4
day,focus,5
focus,people,5
people,curt,6
curt,hopkins,7
hopkins,director,8
director,committee,8
committee,told,8
told,bbc,4
bbc,news,4
news,website,5
website,group,7
group,list,5
list,actions,6
actions,says,6
says,bloggers,7
bloggers,take,7
take,including,9
including,writing,6
writing,local,7
local,iranian,6
iranian,embassies,7
embassies,committee,8
committee,deemed,7
deemed,tuesday,6
tuesday,free,6
free,mojtaba,7
mojtaba,arash,6
arash,day,4
day,part,3
part,first,3
first,campaign,8
campaign,calling,5
calling,blogsphere,10
blogsphere,name,9
name,worldwide,8
worldwide,community,7
community,bloggers,9
bloggers,help,7
help,raise,5
raise,awareness,7
awareness,plight,9
plight,mojtaba,7
mojtaba,arash,6
arash,well,5
well,cyber,5
cyber,dissidents,9
dissidents,blog,10
blog,least,5
least,could,5
could,put,4
put,nothing,6
nothing,blog,6
blog,except,6
except,free,5
free,mojtaba,7
mojtaba,arash,6
arash,day,4
day,said,3
said,mr,4
mr,hopkins,7
hopkins,would,6
would,mean,5
mean,could,5
could,see,5
see,phrase,5
phrase,7,6
7,1,1
1,million,7
million,times,6
times,alone,5
alone,shine,3
shine,light,5
light,situation,7
situation,one,8
one,find,3
find,one,3
one,dedicated,8
dedicated,takes,7
takes,30,5
30,seconds,7
seconds,technorati,7
technorati,blog,9
blog,search,6
search,engine,6
engine,tracks,6
tracks,six,6
six,million,6
million,blogs,6
blogs,says,4
says,12,4
12,0,3
0,added,5
added,daily,5
daily,blog,5
blog,created,7
created,every,6
every,5,5
5,8,1
8,seconds,7
seconds,according,6
according,us,9
us,research,7
research,think,8
think,tank,2
tank,committee,8
committee,protect,8
protect,bloggers,6
bloggers,started,7
started,us,7
us,blogger,7
blogger,curt,7
curt,hopkins,7
hopkins,counts,5
counts,fired,6
fired,flight,4
flight,attendant,8
attendant,blogger,9
blogger,ellen,5
ellen,simonetti,8
simonetti,deputy,8
deputy,director,6
director,since,6
since,started,5
started,international,10
international,bloggers,13
bloggers,bill,7
bill,rights,5
rights,global,6
global,petition,8
petition,protect,6
protect,bloggers,6
bloggers,work,6
work,although,7
although,website,8
website,committed,6
committed,human,8
human,rights,6
rights,issues,5
issues,means,5
means,aims,4
aims,hub,4
hub,organisation,12
organisation,information,7
information,support,9
support,bloggers,7
bloggers,particular,10
particular,rights,8
rights,freedom,6
freedom,speech,5
speech,committee,9
committee,although,9
although,month,6
month,old,4
old,aims,4
aims,focal,5
focal,point,4
point,blogger,6
blogger,action,7
action,similar,6
similar,issues,6
issues,future,5
future,operate,6
operate,non,7
non,profit,5
profit,organisation,9
organisation,blogging,11
blogging,weird,7
weird,man,5
man,land,2
land,people,6
people,think,6
think,one,4
one,thing,4
thing,another,6
another,depending,9
depending,point,6
point,view,4
view,said,4
said,mr,4
mr,hopkins,7
hopkins,think,5
think,pundits,6
pundits,kind,5
kind,like,3
like,journalists,9
journalists,like,9
like,private,5
private,blog,7
blog,publishing,7
publishing,platform,8
platform,constituency,11
constituency,cold,10
cold,human,5
human,rights,6
rights,issues,5
issues,countries,7
countries,track,7
track,record,5
record,restricting,8
restricting,published,10
published,media,8
media,concern,7
concern,bloggers,5
bloggers,question,8
question,bloggers,8
bloggers,rights,6
rights,say,6
say,want,3
want,sites,5
sites,thorny,6
thorny,one,4
one,received,7
received,much,7
much,press,5
press,attention,8
attention,recently,6
recently,high,8
high,profile,6
profile,cases,7
cases,employees,7
employees,sacked,8
sacked,said,3
said,personal,7
personal,often,7
often,anonymous,8
anonymous,blogs,7
blogs,highlighted,9
highlighted,muddy,11
muddy,situation,8
situation,blogsphere,10
blogsphere,currently,10
currently,big,9
big,messy,5
messy,argument,7
argument,explained,8
explained,mr,9
mr,hopkins,7
hopkins,added,7
added,new,4
new,way,3
way,business,8
business,clamp,8
clamp,downs,5
downs,way,4
way,issues,6
issues,get,5
get,tested,4
tested,courts,6
courts,said,6
said,mr,4
mr,hopkins,7
hopkins,part,6
part,whole,5
whole,messy,5
messy,conversation,10
conversation,haven,9
haven,already,6
already,got,7
got,bloggers,7
bloggers,company,7
company,tomorrow,6
tomorrow,blogger,7
blogger,policy,6
policy,better,6
better,start,5
start,looking,7
looking,one,5
one,mr,3
mr,hopkins,7
hopkins,said,6
said,blogsphere,9
blogsphere,doubling,9
doubling,every,8
every,five,4
five,months,6
months,powerful,7
powerful,takes,7
takes,little,5
little,time,4
time,expertise,6
expertise,create,6
create,blog,6
blog,everyone,7
everyone,mums,8
mums,radicals,7
radicals,conservatives,10
conservatives,said,10
said,many,3
many,companies,6
companies,offer,7
offer,easy,5
easy,use,3
use,services,7
services,create,6
create,blog,6
blog,publish,5
publish,minutes,7
minutes,global,7
global,community,9
community,essential,8
essential,difference,9
difference,call,10
call,templating,9
templating,software,9
software,gives,8
gives,every,4
every,single,6
single,person,6
person,earth,5
earth,chance,5
chance,one,4
one,even,3
even,computer,7
computer,,8
playstation,3,11
3,chip,4
chip,unveiled,7
unveiled,details,6
details,chip,6
chip,designed,7
designed,power,7
power,sony,4
sony,playstation,9
playstation,3,11
3,console,7
console,released,7
released,san,7
san,francisco,7
francisco,monday,8
monday,sony,3
sony,ibm,4
ibm,toshiba,5
toshiba,working,5
working,cell,7
cell,processor,7
processor,three,8
three,years,5
years,unveil,6
unveil,chip,5
chip,technology,8
technology,conference,10
conference,chip,9
chip,reported,8
reported,10,8
10,times,5
times,faster,5
faster,current,6
current,processors,9
processors,designed,9
designed,use,6
use,graphics,8
graphics,workstations,9
workstations,new,12
new,playstation,11
playstation,console,10
console,described,8
described,supercomputer,10
supercomputer,chip,11
chip,sony,4
sony,said,3
said,cell,4
cell,processor,7
processor,could,8
could,used,4
used,bridge,5
bridge,gap,6
gap,movies,6
movies,video,4
video,games,4
games,special,7
special,effects,6
effects,graphics,7
graphics,designed,8
designed,films,7
films,could,5
could,ported,4
ported,use,5
use,directly,7
directly,video,6
video,game,4
game,sony,4
sony,told,3
told,audience,8
audience,e3,7
e3,exhibition,9
exhibition,los,9
los,angeles,5
angeles,last,6
last,year,4
year,cell,3
cell,could,3
could,also,5
also,marketed,7
marketed,ideal,7
ideal,technology,9
technology,televisions,8
televisions,supercomputers,12
supercomputers,everything,12
everything,said,9
said,kevin,4
kevin,krewell,5
krewell,editor,7
editor,chief,5
chief,microprocessor,12
microprocessor,report,11
report,chip,6
chip,made,4
made,several,6
several,different,7
different,processing,8
processing,cores,7
cores,work,3
work,tasks,4
tasks,together,7
together,playstation,10
playstation,3,11
3,expected,8
expected,2006,8
2006,developers,10
developers,expecting,9
expecting,get,7
get,prototypes,9
prototypes,early,9
early,next,5
next,year,3
year,tune,4
tune,games,4
games,appear,5
appear,launch,6
launch,details,7
details,chip,6
chip,released,8
released,international,11
international,solid,12
solid,state,4
state,circuits,7
circuits,conference,9
conference,san,9
san,francisco,7
francisco,details,8
details,already,7
already,emerged,6
emerged,however,6
however,put,7
put,inside,6
inside,powerful,8
powerful,computer,7
computer,servers,7
servers,cell,6
cell,consortium,9
consortium,expects,9
expects,capable,6
capable,handling,7
handling,16,8
16,trillion,8
trillion,floating,7
floating,point,5
point,operations,7
operations,calculations,6
calculations,every,12
every,second,5
second,chip,5
chip,also,4
also,refined,7
refined,able,6
able,handle,3
handle,detailed,6
detailed,graphics,8
graphics,common,8
common,games,5
games,data,4
data,demands,5
demands,films,6
films,broadband,9
broadband,media,7
media,ibm,5
ibm,said,4
said,would,4
would,start,5
start,producing,9
producing,chip,8
chip,early,5
early,2005,5
2005,manufacturing,13
manufacturing,plants,11
plants,us,5
us,first,4
first,machines,7
machines,line,5
line,using,3
using,cell,5
cell,processor,7
processor,computer,7
computer,workstations,10
workstations,servers,10
servers,working,6
working,version,5
version,ps3,6
ps3,due,3
due,shown,5
shown,may,5
may,2005,4
2005,full,4
full,launch,5
launch,next,6
next,generation,7
generation,console,9
console,expected,7
expected,start,7
start,2006,5
2006,future,6
future,forms,5
forms,digital,7
digital,content,7
content,converged,5
converged,fused,7
fused,onto,5
onto,broadband,8
broadband,network,9
network,said,7
said,ken,4
ken,kutaragi,7
kutaragi,chief,8
chief,operating,8
operating,officer,8
officer,sony,7
sony,said,3
said,last,3
last,year,4
year,current,6
current,pc,7
pc,architecture,11
architecture,nearing,11
nearing,limits,6
limits,added,6
added,,5
warnings,junk,7
junk,mail,4
mail,deluge,6
deluge,amount,5
amount,spam,6
spam,circulating,10
circulating,online,8
online,could,5
could,undergo,7
undergo,massive,7
massive,increase,7
increase,say,7
say,experts,7
experts,anti,6
anti,spam,4
spam,group,5
group,spamhaus,7
spamhaus,warning,7
warning,novel,7
novel,virus,5
virus,hides,3
hides,origins,5
origins,junk,6
junk,mail,4
mail,program,7
program,makes,7
makes,spam,5
spam,look,4
look,like,3
like,sent,4
sent,legitimate,8
legitimate,mail,8
mail,servers,7
servers,making,7
making,hard,5
hard,spot,4
spot,filter,5
filter,spamhaus,8
spamhaus,said,6
said,problem,7
problem,went,7
went,unchecked,8
unchecked,real,8
real,e,3
e,mail,4
mail,messages,6
messages,could,8
could,get,5
get,drowned,6
drowned,sheer,6
sheer,amount,6
amount,junk,4
junk,sent,3
sent,many,3
many,spammers,7
spammers,recruited,9
recruited,home,8
home,pcs,4
pcs,act,2
act,anonymous,8
anonymous,e,9
e,mail,4
mail,relays,5
relays,attempt,7
attempt,hide,6
hide,origins,6
origins,junk,6
junk,mail,4
mail,pcs,4
pcs,recruited,8
recruited,using,8
using,viruses,6
viruses,worms,5
worms,compromise,6
compromise,machines,8
machines,via,7
via,known,5
known,vulnerabilities,14
vulnerabilities,tricking,12
tricking,people,8
people,opening,5
opening,attachment,9
attachment,infected,8
infected,malicious,8
malicious,program,9
program,compromised,8
compromised,machines,8
machines,start,8
start,pump,5
pump,junk,3
junk,mail,4
mail,behalf,5
behalf,spammers,8
spammers,spamhaus,3
spamhaus,helps,7
helps,block,5
block,junk,4
junk,messages,8
messages,machines,5
machines,collecting,8
collecting,circulating,6
circulating,blacklists,9
blacklists,net,9
net,addresses,8
addresses,known,9
known,harbour,6
harbour,infected,8
infected,machines,7
machines,novel,7
novel,worm,4
worm,spotted,6
spotted,recently,7
recently,spamhaus,8
spamhaus,routes,7
routes,junk,5
junk,via,4
via,mail,3
mail,servers,7
servers,net,6
net,service,6
service,firm,6
firm,infected,7
infected,machines,7
machines,used,7
used,get,3
get,online,6
online,first,6
first,place,5
place,way,4
way,junk,4
junk,mail,4
mail,gets,4
gets,net,2
net,address,6
address,looks,6
looks,legitimate,9
legitimate,blocking,9
blocking,mail,7
mail,net,4
net,firms,5
firms,catch,5
catch,spam,5
spam,impractical,9
impractical,spamhaus,9
spamhaus,worried,8
worried,technique,8
technique,give,7
give,junk,4
junk,mailers,7
mailers,ability,5
ability,spam,7
spam,little,6
little,fear,6
fear,spotted,7
spotted,stopped,3
stopped,steve,4
steve,linford,7
linford,director,6
director,spamhaus,8
spamhaus,predicted,9
predicted,lot,8
lot,spammers,8
spammers,exploit,8
exploit,technique,8
technique,could,8
could,trigger,7
trigger,failure,6
failure,net,7
net,e,2
e,mail,4
mail,sending,6
sending,infrastructure,13
infrastructure,david,13
david,stanley,6
stanley,uk,7
uk,managing,8
managing,director,8
director,filtering,7
filtering,firm,6
firm,ciphertrust,9
ciphertrust,said,11
said,new,4
new,technique,8
technique,next,8
next,logical,7
logical,step,7
step,spammers,6
spammers,adding,7
adding,armoury,6
armoury,said,7
said,amount,6
amount,spam,6
spam,circulation,10
circulation,still,9
still,growing,6
growing,said,6
said,mr,4
mr,stanley,7
stanley,think,6
think,appearance,9
appearance,trick,8
trick,would,5
would,mean,5
mean,e,3
e,mail,4
mail,meltdown,7
meltdown,kevin,6
kevin,hogan,4
hogan,senior,6
senior,manager,5
manager,symantec,5
symantec,security,7
security,response,7
response,said,7
said,warnings,6
warnings,premature,9
premature,something,8
something,like,8
like,mean,4
mean,end,3
end,e,2
e,mail,4
mail,e,4
e,mail,4
mail,would,4
would,stopped,5
stopped,two,6
two,three,4
three,years,5
years,ago,4
ago,said,3
said,mr,4
mr,hogan,5
hogan,technique,8
technique,routing,8
routing,mail,6
mail,via,3
via,mail,3
mail,servers,7
servers,net,6
net,service,6
service,firms,6
firms,might,4
might,cause,5
cause,problems,7
problems,use,7
use,blacklists,9
blacklists,block,6
block,lists,5
lists,mean,5
mean,techniques,8
techniques,stopping,9
stopping,spam,6
spam,lost,4
lost,efficacy,8
efficacy,mr,8
mr,hogan,5
hogan,said,5
said,90,4
90,junk,4
junk,mail,4
mail,filtered,7
filtered,symantec,7
symantec,subsidiary,9
subsidiary,brightmail,9
brightmail,spotted,9
spotted,using,7
using,techniques,9
techniques,rely,9
rely,looking,7
looking,net,7
net,addresses,8
addresses,instance,8
instance,said,6
said,mr,4
mr,hogan,5
hogan,filtering,8
filtering,e,8
e,mail,4
mail,messages,6
messages,contain,7
contain,web,7
web,link,4
link,stop,4
stop,75,4
75,spam,4
spam,,4
warning,tsunami,6
tsunami,aid,6
aid,website,6
website,net,5
net,users,4
users,told,5
told,avoid,3
avoid,scam,5
scam,website,6
website,claims,6
claims,collect,5
collect,cash,6
cash,behalf,5
behalf,tsunami,6
tsunami,victims,6
victims,site,5
site,looks,5
looks,plausible,8
plausible,uses,7
uses,old,4
old,version,7
version,official,7
official,disasters,9
disasters,emergency,9
emergency,committee,9
committee,webpage,8
webpage,however,7
however,dec,6
dec,connection,8
connection,fake,9
fake,site,3
site,says,3
says,contacted,8
contacted,police,6
police,site,4
site,latest,4
latest,long,5
long,list,3
list,scams,5
scams,try,5
try,cash,4
cash,goodwill,8
goodwill,generated,8
generated,tsunami,8
tsunami,disaster,7
disaster,link,7
link,website,6
website,contained,7
contained,spam,8
spam,e,4
e,mail,4
mail,currently,8
currently,circulating,8
circulating,message,10
message,subject,7
subject,line,6
line,reads,5
reads,urgent,5
urgent,tsunami,7
tsunami,earthquake,8
earthquake,appeal,8
appeal,text,5
text,bears,4
bears,poor,4
poor,grammar,6
grammar,bad,6
bad,spelling,8
spelling,characterises,12
characterises,many,12
many,phishing,7
phishing,attempts,8
attempts,web,7
web,address,6
address,fake,6
fake,site,3
site,decuk,5
decuk,org,5
org,could,4
could,close,4
close,enough,5
enough,official,8
official,www,8
www,dec,3
dec,org,3
org,uk,3
uk,address,7
address,confuse,6
confuse,people,6
people,keen,5
keen,donate,6
donate,patricia,8
patricia,sanders,7
sanders,spokeswoman,9
spokeswoman,disaster,10
disaster,emergency,9
emergency,committee,9
committee,said,8
said,aware,4
aware,site,4
site,contacted,7
contacted,computer,5
computer,crime,6
crime,unit,4
unit,scotland,7
scotland,yard,6
yard,help,4
help,get,3
get,shut,3
shut,said,3
said,spam,3
spam,e,4
e,mails,5
mails,directing,8
directing,people,8
people,site,5
site,started,4
started,circulating,10
circulating,two,10
two,days,4
days,ago,3
ago,shortly,6
shortly,domain,6
domain,name,5
name,site,3
site,registered,7
registered,thought,10
thought,fake,7
fake,site,3
site,run,4
run,romania,5
romania,ms,6
ms,sanders,6
sanders,said,4
said,dec,4
dec,contacted,8
contacted,us,9
us,net,3
net,registrars,8
registrars,handle,10
handle,domain,6
domain,ownership,8
ownership,net,7
net,hosting,6
hosting,firm,6
firm,keeping,6
keeping,site,6
site,web,4
web,dec,2
dec,going,5
going,push,5
push,cash,2
cash,donated,6
donated,via,6
